Event start date;Actor specified;Actor specified 1;Actor specified 2;Actor 1;Actor 2;Oblast number;Year
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);KUN;Country Renewal;454;207;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);KUN;Ukrainian Party;454;900;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);KUN;Youth nationalist congress (MNK);454;1055;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);Our Ukraine;Tryzub;604;868;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);Our Ukraine;Country Renewal;604;207;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);Our Ukraine;Ukrainian Party;604;900;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);Our Ukraine;Youth nationalist congress (MNK);604;1055;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);Tryzub;Country Renewal;868;207;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);Tryzub;Ukrainian Party;868;900;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);Tryzub;Youth nationalist congress (MNK);868;1055;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);Country Renewal;Ukrainian Party;207;900;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);Country Renewal;Youth nationalist congress (MNK);207;1055;19;2012
29.01.2012;UNP, KUN, Our Ukraine, Tryzub, Country Renewal, Ukrainian Party, Youth nationalist congress (MNK);Ukrainian Party;Youth nationalist congress (MNK);900;1055;19;2012
29.01.2012;Svoboda, Autonomous nationalists;Svoboda;Autonomous nationalists;823;71;2;2012
31.01.2012;BYT, Svoboda, FoC, NRU, UDAR;BYT;Svoboda;103;823;11;2012
31.01.2012;BYT, Svoboda, FoC, NRU, UDAR;BYT;FoC;103;290;11;2012
31.01.2012;BYT, Svoboda, FoC, NRU, UDAR;BYT;NRU;103;572;11;2012
31.01.2012;BYT, Svoboda, FoC, NRU, UDAR;BYT;UDAR;103;873;11;2012
31.01.2012;BYT, Svoboda, FoC, NRU, UDAR;Svoboda;FoC;823;290;11;2012
31.01.2012;BYT, Svoboda, FoC, NRU, UDAR;Svoboda;NRU;823;572;11;2012
31.01.2012;BYT, Svoboda, FoC, NRU, UDAR;Svoboda;UDAR;823;873;11;2012
31.01.2012;BYT, Svoboda, FoC, NRU, UDAR;FoC;NRU;290;572;11;2012
31.01.2012;BYT, Svoboda, FoC, NRU, UDAR;FoC;UDAR;290;873;11;2012
31.01.2012;BYT, Svoboda, FoC, NRU, UDAR;NRU;UDAR;572;873;11;2012
31.01.2012;CPU, PSPU, Jews against antisemitism;CPU;PSPU;208;668;15;2012
31.01.2012;CPU, PSPU, Jews against antisemitism;CPU;Jews against antisemitism;208;429;15;2012
31.01.2012;CPU, PSPU, Jews against antisemitism;PSPU;Jews against antisemitism;668;429;15;2012
09.02.2012;AST, Direct Action;AST;Direct Action;67;225;10;2012
09.02.2012;Ecological Watch, FoC;Ecological Watch;FoC;245;290;12;2012
10.02.2012;BYT, USDP, Forward;BYT;USDP;103;978;20;2012
10.02.2012;BYT, USDP, Forward;BYT;Forward;103;319;20;2012
10.02.2012;BYT, USDP, Forward;USDP;Forward;978;319;20;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;Svoboda;BYT;823;103;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;Svoboda;UDAR;823;873;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;Svoboda;FoC;823;290;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;Svoboda;For Ukraine;823;310;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;Svoboda;Forward;823;319;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;Svoboda;Country Renewal;823;207;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;BYT;UDAR;103;873;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;BYT;FoC;103;290;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;BYT;For Ukraine;103;310;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;BYT;Forward;103;319;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;BYT;Country Renewal;103;207;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;UDAR;FoC;873;290;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;UDAR;For Ukraine;873;310;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;UDAR;Forward;873;319;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;UDAR;Country Renewal;873;207;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;FoC;For Ukraine;290;310;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;FoC;Forward;290;319;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;FoC;Country Renewal;290;207;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;For Ukraine;Forward;310;319;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;For Ukraine;Country Renewal;310;207;15;2012
10.02.2012;Svoboda, BYT, UDAR, FoC, For Ukraine, Forward, Country Renewal;Forward;Country Renewal;319;207;15;2012
14.02.2012;BYT, Young BYT;BYT;Young BYT;103;1021;20;2012
15.02.2012;Svoboda, Patriot of Ukraine, Kharkiv City Patriots;Svoboda;Patriot of Ukraine;823;614;20;2012
15.02.2012;Svoboda, Patriot of Ukraine, Kharkiv City Patriots;Svoboda;Kharkiv City Patriots;823;438;20;2012
15.02.2012;Svoboda, Patriot of Ukraine, Kharkiv City Patriots;Patriot of Ukraine;Kharkiv City Patriots;614;438;20;2012
17.02.2012;Svoboda, FoC;Svoboda;FoC;823;290;14;2012
23.02.2012;Chornobyl-86, BYT, FoC;Chornobyl-86;BYT;136;103;23;2012
23.02.2012;Chornobyl-86, BYT, FoC;Chornobyl-86;FoC;136;290;23;2012
23.02.2012;Chornobyl-86, BYT, FoC;BYT;FoC;103;290;23;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Chornobyl Spas;Union of Kharkiv businessmen;132;937;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Chornobyl Spas;Green Front;132;362;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Chornobyl Spas;Independent Trade Union of Servicemen;132;401;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Chornobyl Spas;Labor Kharkivshchyna;132;469;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Chornobyl Spas;Soviet Officers union of Ukraine;132;775;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Chornobyl Spas;For Soviet Union;132;306;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Union of Kharkiv businessmen;Green Front;937;362;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Union of Kharkiv businessmen;Independent Trade Union of Servicemen;937;401;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Union of Kharkiv businessmen;Labor Kharkivshchyna;937;469;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Union of Kharkiv businessmen;Soviet Officers union of Ukraine;937;775;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Union of Kharkiv businessmen;For Soviet Union;937;306;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Green Front;Independent Trade Union of Servicemen;362;401;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Green Front;Labor Kharkivshchyna;362;469;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Green Front;Soviet Officers union of Ukraine;362;775;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Green Front;For Soviet Union;362;306;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Independent Trade Union of Servicemen;Labor Kharkivshchyna;401;469;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Independent Trade Union of Servicemen;Soviet Officers union of Ukraine;401;775;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Independent Trade Union of Servicemen;For Soviet Union;401;306;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Labor Kharkivshchyna;Soviet Officers union of Ukraine;469;775;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Labor Kharkivshchyna;For Soviet Union;469;306;20;2012
23.02.2012;Chornobyl Spas, Trade Union of Entrepreneuers in Kharkiv, Green Front, Independent Trade Union of Servicemen, Labor Kharkivshchyna, Soviet Officers union of Ukraine, For Soviet Union;Soviet Officers union of Ukraine;For Soviet Union;775;306;20;2012
23.02.2012;Svoboda, Sokil;Svoboda;Sokil;823;768;20;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;KUN;UNA-UNSO;454;920;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;KUN;UNP;454;969;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;KUN;UP;454;971;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;KUN;Sobor party;454;763;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;KUN;Soviet Officers union of Ukraine;454;775;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;KUN;Veterans Alliance of Ukraine;454;982;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UNA-UNSO;UNP;920;969;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UNA-UNSO;UP;920;971;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UNA-UNSO;Sobor party;920;763;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UNA-UNSO;Soviet Officers union of Ukraine;920;775;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UNA-UNSO;Veterans Alliance of Ukraine;920;982;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UNP;UP;969;971;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UNP;Sobor party;969;763;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UNP;Soviet Officers union of Ukraine;969;775;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UNP;Veterans Alliance of Ukraine;969;982;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UP;Sobor party;971;763;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UP;Soviet Officers union of Ukraine;971;775;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;UP;Veterans Alliance of Ukraine;971;982;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;Sobor party;Soviet Officers union of Ukraine;763;775;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;Sobor party;Veterans Alliance of Ukraine;763;982;10;2012
23.02.2012;KUN, UNA-UNSO, UNP, UP, Sobor party, Officers' Union of Ukraine, Veterans Alliance of Ukraine;Soviet Officers union of Ukraine;Veterans Alliance of Ukraine;775;982;10;2012
23.02.2012;CPU, PSPU;CPU;PSPU;208;668;13;2012
23.02.2012;Forward, Nastup;Forward;Nastup;319;539;13;2012
24.02.2012;KUPR, Black Committee, St. Lucas Brotherhood;KUPR;Black Committee;455;85;10;2012
24.02.2012;KUPR, Black Committee, St. Lucas Brotherhood;KUPR;St. Lucas Brotherhood;455;785;10;2012
24.02.2012;KUPR, Black Committee, St. Lucas Brotherhood;Black Committee;St. Lucas Brotherhood;85;785;10;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;Svoboda;FoC;823;290;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;Svoboda;KUN;823;454;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;Svoboda;BYT;823;103;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;Svoboda;Our Ukraine;823;604;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;Svoboda;URP;823;977;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;FoC;KUN;290;454;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;FoC;BYT;290;103;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;FoC;Our Ukraine;290;604;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;FoC;URP;290;977;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;KUN;BYT;454;103;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;KUN;Our Ukraine;454;604;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;KUN;URP;454;977;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;BYT;Our Ukraine;103;604;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;BYT;URP;103;977;13;2012
25.02.2012;Svoboda, FoC, KUN, BYT, Our Ukraine, URP;Our Ukraine;URP;604;977;13;2012
25.02.2012;Road control, Quality of life;Road control;Quality of Life;695;674;15;2012
25.02.2012;BYT, People's Voice;BYT;People's Voice;103;629;2;2012
27.02.2012;Chornobyl-86, Chornobyl Union of Ukraine, Children of War;Chornobyl-86;Chornobyl Union of Ukraine;136;133;23;2012
27.02.2012;Chornobyl-86, Chornobyl Union of Ukraine, Children of War;Chornobyl-86;Children of War;136;127;23;2012
27.02.2012;Chornobyl-86, Chornobyl Union of Ukraine, Children of War;Chornobyl Union of Ukraine;Children of War;133;127;23;2012
27.02.2012;Civic position, Nobody but us;Civic Position;Nobody but us;162;567;5;2012
27.02.2012;Syrian community of Kharkiv, CPU;Syrian community of Kharkiv;CPU;824;208;20;2012
27.02.2012;Svoboda, BYT, UDAR, FoC, NRU;Svoboda;BYT;823;103;10;2012
27.02.2012;Svoboda, BYT, UDAR, FoC, NRU;Svoboda;UDAR;823;873;10;2012
27.02.2012;Svoboda, BYT, UDAR, FoC, NRU;Svoboda;FoC;823;290;10;2012
27.02.2012;Svoboda, BYT, UDAR, FoC, NRU;Svoboda;NRU;823;572;10;2012
27.02.2012;Svoboda, BYT, UDAR, FoC, NRU;BYT;UDAR;103;873;10;2012
27.02.2012;Svoboda, BYT, UDAR, FoC, NRU;BYT;FoC;103;290;10;2012
27.02.2012;Svoboda, BYT, UDAR, FoC, NRU;BYT;NRU;103;572;10;2012
27.02.2012;Svoboda, BYT, UDAR, FoC, NRU;UDAR;FoC;873;290;10;2012
27.02.2012;Svoboda, BYT, UDAR, FoC, NRU;UDAR;NRU;873;572;10;2012
27.02.2012;Svoboda, BYT, UDAR, FoC, NRU;FoC;NRU;290;572;10;2012
27.02.2012;People's self-defense (NS), BYT;People's self-defense (NS);BYT;627;103;10;2012
27.02.2012;People's self-defense (NS), BYT;People's self-defense (NS);BYT;627;103;10;2012
28.02.2012;Express, PR;Express;PR;267;649;15;2012
28.02.2012;CPU, PSPU;CPU;PSPU;208;668;15;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;GRAD;Svoboda;359;823;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;GRAD;FoC;359;290;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;GRAD;Our Ukraine;359;604;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;GRAD;UNP;359;969;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;GRAD;KUN;359;454;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;Svoboda;FoC;823;290;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;Svoboda;Our Ukraine;823;604;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;Svoboda;UNP;823;969;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;Svoboda;KUN;823;454;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;FoC;Our Ukraine;290;604;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;FoC;UNP;290;969;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;FoC;KUN;290;454;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;Our Ukraine;UNP;604;969;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;Our Ukraine;KUN;604;454;4;2012
29.02.2012;Grad, Svoboda, FoC, Our Ukraine, UNP, KUN;UNP;KUN;969;454;4;2012
29.02.2012;KUPR, Black Committee, St. Lucas Brotherhood;KUPR;Black Committee;455;85;10;2012
29.02.2012;KUPR, Black Committee, St. Lucas Brotherhood;KUPR;St. Lucas Brotherhood;455;785;10;2012
29.02.2012;KUPR, Black Committee, St. Lucas Brotherhood;Black Committee;St. Lucas Brotherhood;85;785;10;2012
29.02.2012;MNK, Black Committee;Youth nationalist congress (MNK);Black Committee;1055;85;18;2012
01.03.2012;Crimean partizans, BYT;Crimean Partizans;BYT;214;103;1;2012
02.03.2012;International Georgiy Union, Union of Ukrainian citizens, Slavic Guard;International Georgiy Union;Union of Ukrainian citizens;416;956;10;2012
